자전거대여소명,자전거대여소구분,소재지도로명주소,소재지지번주소,위도,경도,운영시작시각,운영종료시각,휴무일,요금구분,자전거이용요금,자전거보유대수,거치대수,공기주입기비치여부,공기주입기유형,수리대설치여부,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명,
신길초등학교,무인대여소,,경기도 안산시 단원구 신길동 1514,37.335249,126.781433,00:00,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2018-08-31,3930000,경기도 안산시,
선부고등학교,무인대여소,,경기도 안산시 단원구 원곡동 993,37.339963,126.792382,00:00,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2018-08-31,3930000,경기도 안산시,
군자주공13단지,무인대여소,,경기도 안산시 단원구 선부동 1158-20,37.334041,126.813997,00:00,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2018-08-31,3930000,경기도 안산시,
중앙주유소사거리,무인대여소,,경기도 안산시 단원구 와동 855,37.332918,126.823262,00:00,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2018-08-31,3930000,경기도 안산시,
사세충열문사거리,무인대여소,,경기도 안산시 단원구 와동 718,37.333995,126.828667,00:00,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,17,17,N,,N,1544-6339,안산도시공사,2018-08-31,3930000,경기도 안산시,
검찰청정문,무인대여소,,경기도 안산시 단원구 고잔동 711,37.310915,126.826935,00:00,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2018-08-31,3930000,경기도 안산시,
중앙역맞은편,무인대여소,경기도 안산시 단원구 중앙대로 929,경기도 안산시 단원구 고잔동 541-3,37.316679,126.839904,00:00,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,37,37,N,,N,1544-6339,안산도시공사,2018-08-31,3930000,경기도 안산시,
고잔1동주민센터,무인대여소,,경기도 안산시 단원구 고잔동 산 79-4,37.327031,126.820458,00:00,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,17,17,N,,N,1544-6339,안산도시공사,2018-08-31,3930000,경기도 안산시,
시화호조력발전소,무인대여소,경기도 안산시 단원구 대부황금로 1901,경기도 안산시 단원구 대부동동 2098-1,37.311466,126.609847,00:00,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2018-08-31,3930000,경기도 안산시,
안산디자인문화고등학교,무인대여소,,경기도 안산시 상록구 본오동 828,37.296748,126.872636,00:00,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,30,30,N,,N,1544-6339,안산도시공사,2018-08-31,3930000,경기도 안산시,
본오중학교,무인대여소,경기도 안산시 상록구 본오로 90,경기도 안산시 상록구 본오동 861,37.293328,126.866869,00:00,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,30,30,N,,N,1544-6339,안산도시공사,2018-08-31,3930000,경기도 안산시,
상록수역(1번출구),무인대여소,,경기도 안산시 상록구 본오동 874-7,37.302251,126.866371,00:00,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,35,35,N,,N,1544-6339,안산도시공사,2018-08-31,3930000,경기도 안산시,
상록수역(2번출구),무인대여소,,경기도 안산시 상록구 본오3동 876-4,37.303328,126.866494,00:00,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,25,25,Y,기계식,N,1544-6339,안산도시공사,2018-08-31,3930000,경기도 안산시,
일동주민센터,무인대여소,,경기도 안산시 상록구 일동 706,37.310013,126.866737,00:00,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2018-08-31,3930000,경기도 안산시,
부곡도서관,무인대여소,경기도 안산시 상록구 성호로 333,경기도 안산시 상록구 부곡동 709-2,37.332779,126.861212,00:00,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,15,15,N,,N,1544-6339,안산도시공사,2018-08-31,3930000,경기도 안산시,
조각공원,무인대여소,경기도 안산시 상록구 성호로 189,경기도 안산시 상록구 부곡동 741,37.320494,126.857111,00:00,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2018-08-31,3930000,경기도 안산시,
한양대앞역(환승주차장),무인대여소,경기도 안산시 상록구 송호1길 9,경기도 안산시 상록구 이동 662-3,37.308755,126.853582,00:00,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,30,30,Y,기계식,N,1544-6339,안산도시공사,2018-08-31,3930000,경기도 안산시,
은하수공원,무인대여소,,경기도 안산시 상록구 사동 1253-6,37.303041,126.854022,00:00,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2018-08-31,3930000,경기도 안산시,
감골시민홀,무인대여소,경기도 안산시 상록구 석호로 226,경기도 안산시 상록구 사동 1342,37.293611,126.855158,00:00,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2018-08-31,3930000,경기도 안산시,
성안중학교,무인대여소,,경기도 안산시 상록구 사동 1538-2,37.303494,126.847541,00:00,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,20,20,N,,N,1544-6339,안산도시공사,2018-08-31,3930000,경기도 안산시,
송호고등학교,무인대여소,,경기도 안산시 상록구 이동 740,37.310232,126.847336,00:00,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,25,25,N,,N,1544-6339,안산도시공사,2018-08-31,3930000,경기도 안산시,
단원미술관,무인대여소,,경기도 안산시 상록구 성포동 586-1,37.316476,126.849319,00:00,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,15,15,N,,N,1544-6339,안산도시공사,2018-08-31,3930000,경기도 안산시,
노적봉사거리,무인대여소,,경기도 안산시 상록구 성포동 679-15,37.327546,126.849735,00:00,24:00,연중무휴,유료,년회원(12개월) 3만원 + 반기회원(6개월) 2만원 + 월회원(30일) 4천원 + 일회원(1일) 천원,25,25,N,,N,1544-6339,안산도시공사,2018-08-31,3930000,경기도 안산시,
충주시청,유인대여소,충청북도 충주시 으뜸로 21,충청북도 충주시 금릉동 700,36.990932,127.923599,09:00,18:00,주말 및 공휴일,무료,무료,23,1,N,,N,043-850-6243,충주시청,2018-08-28,4390000,충청북도 충주시,
주덕읍사무소,유인대여소,충청북도 충주시 주덕읍 신덕로 1359,충청북도 충주시 주덕읍 신양리 206,36.975647,127.794682,09:00,18:00,주말 및 공휴일,무료,무료,2,1,N,,N,043-850-2301,주덕읍사무소,2018-08-28,4390000,충청북도 충주시,
살미면사무소,유인대여소,충청북도 충주시 살미면 세성양지말길 41,충청북도 충주시 살미면 세성리 355-2,36.905367,127.964394,09:00,18:00,주말 및 공휴일,무료,무료,3,1,N,,N,043-850-2312,살미면사무소,2018-08-28,4390000,충청북도 충주시,
수안보면사무소,유인대여소,충청북도 충주시 수안보면 관동길 9-9,충청북도 충주시 수안보면 온천리 100,36.847247,127.992411,09:00,18:00,주말 및 공휴일,무료,무료,3,1,N,,N,043-850-2323,수안보면사무소,2018-08-28,4390000,충청북도 충주시,
대소원면사무소,유인대여소,충청북도 충주시 대소원면 대소원1길 29,충청북도 충주시 대소원면 대소리 241,36.977688,127.815311,09:00,18:00,주말 및 공휴일,무료,무료,3,1,N,,N,043-850-2332,대소원면사무소,2018-08-28,4390000,충청북도 충주시,
신니면사무소,유인대여소,충청북도 충주시 신니면 신덕로 780,충청북도 충주시 신니면 용원리 35-1,36.995578,127.734194,09:00,18:00,주말 및 공휴일,무료,무료,3,1,N,,N,043-850-2343,신니면사무소,2018-08-28,4390000,충청북도 충주시,
노은면사무소,유인대여소,충청북도 충주시 노은면 연하중앙길 15,충청북도 충주시 노은면 연하리 539-2,37.047955,127.751725,09:00,18:00,주말 및 공휴일,무료,무료,3,1,N,,N,043-850-2353,노은면사무소,2018-08-28,4390000,충청북도 충주시,
앙성면사무소,유인대여소,충청북도 충주시 앙성면 가곡로 1005,충청북도 충주시 앙성면 용포리 96-3,37.108971,127.750777,09:00,18:00,주말 및 공휴일,무료,무료,2,1,N,,N,043-850-2362,앙성면사무소,2018-08-28,4390000,충청북도 충주시,
중앙탑면사무소,유인대여소,충청북도 충주시 중앙탑면 중앙탑길 247,충청북도 충주시 중앙탑면 탑평리 180-5,37.028756,127.854936,09:00,18:00,주말 및 공휴일,무료,무료,3,1,N,,N,043-850-2372,중앙탑면사무소,2018-08-28,4390000,충청북도 충주시,
금가면사무소,유인대여소,충청북도 충주시 금가면 강수로 331,충청북도 충주시 금가면 도촌리 108-4,37.042994,127.922577,09:00,18:00,주말 및 공휴일,무료,무료,3,1,N,,N,043-850-2382,금가면사무소,2018-08-28,4390000,충청북도 충주시,
동량면사무소,유인대여소,충청북도 충주시 동량면 조돈안길 1,충청북도 충주시 동량면 조동리 1370-4,37.026331,127.960725,09:00,18:00,주말 및 공휴일,무료,무료,2,1,N,,N,043-850-2392,동량면사무소,2018-08-28,4390000,충청북도 충주시,
산척면사무소,유인대여소,충청북도 충주시 산척면 동산로 736,충청북도 충주시 산척면 송강리 1253-1,37.081655,127.953735,09:00,18:00,주말 및 공휴일,무료,무료,1,1,N,,N,043-850-2402,산척면사무소,2018-08-28,4390000,충청북도 충주시,
엄정면사무소,유인대여소,충청북도 충주시 엄정면 내창로 185,충청북도 충주시 엄정면 용산리 465-4,37.086811,127.914996,09:00,18:00,주말 및 공휴일,무료,무료,3,1,N,,N,043-850-2412,엄정면사무소,2018-08-28,4390000,충청북도 충주시,
소태면사무소,유인대여소,충청북도 충주시 소태면 쟁골1길 1,충청북도 충주시 소태면 오량리 179-2,37.109964,127.845433,09:00,18:00,주말 및 공휴일,무료,무료,3,1,N,,N,043-850-2423,소태면사무소,2018-08-28,4390000,충청북도 충주시,
성내충인동사무소,유인대여소,충청북도 충주시 충인6길 46,충청북도 충주시 성내동 1,36.973383,127.933851,09:00,18:00,주말 및 공휴일,무료,무료,5,1,N,,N,043-850-2432,성내충인동사무소,2018-08-28,4390000,충청북도 충주시,
교현안림동사무소,유인대여소,충청북도 충주시 금봉대로 410,충청북도 충주시 교현동 352-1,36.971443,127.946502,09:00,18:00,주말 및 공휴일,무료,무료,3,1,N,,N,043-850-2442,교현안림동사무소,2018-08-28,4390000,충청북도 충주시,
교현2동사무소,유인대여소,충청북도 충주시 대흥길 46,충청북도 충주시 교현동 1094,36.981453,127.928946,09:00,18:00,주말 및 공휴일,무료,무료,5,1,N,,N,043-850-2454,교현2동사무소,2018-08-28,4390000,충청북도 충주시,
용산동사무소,유인대여소,충청북도 충주시 거룡6길 35,충청북도 충주시 용산동 613,36.964374,127.937425,09:00,18:00,주말 및 공휴일,무료,무료,3,1,N,,N,043-850-2462,용산동사무소,2018-08-28,4390000,충청북도 충주시,
지현동사무소,유인대여소,충청북도 충주시 지현천변1길 41,충청북도 충주시 지현동 511,36.968225,127.930027,09:00,18:00,주말 및 공휴일,무료,무료,3,1,N,,N,043-850-2472,지현동사무소,2018-08-28,4390000,충청북도 충주시,
문화동사무소,유인대여소,충청북도 충주시 사직산6길46,충청북도 충주시 문화동 1546,36.971855,127.925554,09:00,18:00,주말 및 공휴일,무료,무료,4,1,N,,N,043-850-2482,문화동사무소,2018-08-28,4390000,충청북도 충주시,
호암직동사무소,유인대여소,충청북도 충주시 호암중앙1로 35,충청북도 충주시 호암동 133-2,36.955871,127.938684,09:00,18:00,주말 및 공휴일,무료,무료,4,1,N,,N,043-850-2492,호암직동사무소,2018-08-28,4390000,충청북도 충주시,
달천동사무소,유인대여소,충청북도 충주시 충원대로 211,충청북도 충주시 단월동 408-5,36.947634,127.898837,09:00,18:00,주말 및 공휴일,무료,무료,0,1,N,,N,043-850-2703,달천동사무소,2018-08-28,4390000,충청북도 충주시,
봉방동사무소,유인대여소,충청북도 충주시 봉방2길 27,충청북도 충주시 봉방동 203-1,36.973662,127.919316,09:00,18:00,주말 및 공휴일,무료,무료,4,1,N,,N,043-850-2714,봉방동사무소,2018-08-28,4390000,충청북도 충주시,
칠금금릉동사무소,유인대여소,충청북도 충주시 칠금중앙로 37,충청북도 충주시 칠금동 874,36.981828,127.919066,09:00,18:00,주말 및 공휴일,무료,무료,4,1,N,,N,043-850-2724,칠금금릉동사무소,2018-08-28,4390000,충청북도 충주시,
연수동사무소,유인대여소,충청북도 충주시 연수동 예성로 344,충청북도 충주시 연수동 529-1,36.986594,127.933429,09:00,18:00,주말 및 공휴일,무료,무료,4,1,N,,N,043-850-2732,연수동사무소,2018-08-28,4390000,충청북도 충주시,
목행용탄동사무소,유인대여소,충청북도 충주시 행정5길 21,충청북도 충주시 목행용탄동 671-1,37.011583,127.916497,09:00,18:00,주말 및 공휴일,무료,무료,4,1,N,,N,043-850-2745,목행용탄동사무소,2018-08-28,4390000,충청북도 충주시,
슬로트래블,유인대여소,,전라남도 신안군 증도면 우전리 77,34.9646878,126.1369475,09:00,18:00,월요일,무료,무료,100,100,Y,,Y,061-240-8685,신안군청,2018-08-01,5010000,전라남도 신안군,
관악구 자전거 대여센터,무인·유인대여소,서울특별시 관악구 신림동 1471-5 신림역 5번출구 50m,서울특별시 관악구 신림동 1471-5,37.4847494,126.9182182,09:00,18:00,연중무휴,무료,0,144,,Y,,Y,02-879-6863,서울특별시 관악구청,2018-08-16,3200000,서울특별시 관악구,
금강하구둑 자전거대여소,유인대여소,충청남도 서천군 마서면 장산로 916,충청남도 서천군 마서면 도삼리 59,36.0227534,126.742738,10:00,18:00,매주 월요일,무료,무료,60,60,Y,수동식,N,041-950-4256,충청남도 서천군청,2018-08-27,4580000,충청남도 서천군,
두바퀴로 그린 자전거여행 대여소,유인대여소,전라남도 강진군 강진읍 남당로 97-111,,34.620214,126.774128,09:00,18:00,O  1. 1.~ 2.28. O 12.1.~12.31.,무료,무료,125,0,Y,기계식,N,061-430-3812,강진군 스포츠산업단,2018-08-24,4920000,전라남도 강진군,
영주시 자전거공원 공공자전거대여소,무인·유인대여소,경상북도 영주시 영주로 146 (영주동),경상북도 영주시 영주동 512-16,36.8242898,128.6160493,10:00,18:00,연중무휴,무료,0원,151,50,Y,기계식,N,054-639-3813,경상북도 영주시청,2019-01-01,5090000,경상북도 영주시,
영주시 무섬마을 공공자전거무인대여소,무인대여소,,경상북도 영주시 문수면 수도리 210,36.7302995,128.6228304,09:00,18:00,연중무휴,무료,0원,20,20,Y,기계식,N,054-639-3813,경상북도 영주시청,2019-01-01,5090000,경상북도 영주시,
영주시 선비촌주차장 공공자전거무인대여소,무인대여소,,경상북도 영주시 순흥면 청구리 362,36.928265,128.581552,09:00,18:00,연중무휴,무료,0원,20,20,Y,기계식,N,054-639-3813,경상북도 영주시청,2019-01-01,5090000,경상북도 영주시,
영주시 한정교 공공자전거무인대여소,무인대여소,,경상북도 영주시 문정동 706,36.799755,128.615856,09:00,18:00,연중무휴,무료,0원,15,15,Y,기계식,N,054-639-3813,경상북도 영주시청,2019-01-01,5090000,경상북도 영주시,
영주시 서천둔치 공공자전거무인대여소,무인대여소,,경상북도 영주시 가흥동 1408,36.822011,128.613149,09:00,18:00,연중무휴,무료,0원,16,16,Y,기계식,N,054-639-3813,경상북도 영주시청,2019-01-01,5090000,경상북도 영주시,
금강신관공원 유인대여소,유인대여소,,충청남도 공주시 신관동 553,36.466900,127.132850,10:00,19:00,동절기,무료,무료,167,167,Y,기계식,N,041-840-8507,공주시청,2018-08-31,4500000,충청남도 공주시,
공산성,무인대여소,,충청남도 공주시 금성동 66-2 외,36.464600,127.123630,07:00,22:00,-,무료,무료,5,14,Y,기계식,N,041-840-8507,공주시청,2018-08-31,4500000,충청남도 공주시,
공주시청,무인대여소,,충청남도 공주시 봉황동 320-1,36.446740,127.120340,07:00,22:00,-,무료,무료,4,12,Y,기계식,N,041-840-8507,공주시청,2018-08-31,4500000,충청남도 공주시,
무령왕릉,무인대여소,,충청남도 공주시 웅진동 318-1 외,36.461100,127.112580,07:00,22:00,-,무료,무료,4,11,Y,기계식,N,041-840-8507,공주시청,2018-08-31,4500000,충청남도 공주시,
옥룡GS마켓,무인대여소,,충청남도 공주시 옥룡동 422-1,36.455930,127.134410,07:00,22:00,-,무료,무료,5,14,Y,기계식,N,041-840-8507,공주시청,2018-08-31,4500000,충청남도 공주시,
한옥마을,무인대여소,,충청남도 공주시 웅진동 325-11,36.465400,127.108270,07:00,22:00,-,무료,무료,5,14,Y,기계식,N,041-840-8507,공주시청,2018-08-31,4500000,충청남도 공주시,
경찰서앞교차로,무인대여소,,충청남도 공주시 웅진동 739,36.457950,127.109920,07:00,22:00,-,무료,무료,5,14,N,수동식,N,041-840-8507,공주시청,2018-08-31,4500000,충청남도 공주시,
시내버스터미널,무인대여소,,충청남도 공주시 산성동 170-27 외,36.460440,127.124310,07:00,22:00,-,무료,무료,4,11,N,수동식,N,041-840-8507,공주시청,2018-08-31,4500000,충청남도 공주시,
옥룡주공아파트,무인대여소,,충청남도 공주시 옥룡동 94-4,36.448870,127.135350,07:00,22:00,-,무료,무료,3,9,N,수동식,N,041-840-8507,공주시청,2018-08-31,4500000,충청남도 공주시,
금학지구대,무인대여소,,충청남도 공주시 금학동 250-23,36.441910,127.119960,07:00,22:00,-,무료,무료,5,14,Y,기계식,N,041-840-8507,공주시청,2018-08-31,4500000,충청남도 공주시,
구)공주의료원,무인대여소,,충청남도 공주시 중동 330-5,36.451790,127.124100,07:00,22:00,-,무료,무료,5,13,N,수동식,N,041-840-8507,공주시청,2018-08-31,4500000,충청남도 공주시,
중동공영주차장,무인대여소,,충청남도 공주시 중동 63,36.454630,127.125750,07:00,22:00,-,무료,무료,4,12,N,수동식,N,041-840-8507,공주시청,2018-08-31,4500000,충청남도 공주시,
월송동주민센터,무인대여소,,충청남도 공주시 월송동 513,36.472590,127.153820,07:00,22:00,-,무료,무료,5,13,N,수동식,N,041-840-8507,공주시청,2018-08-31,4500000,충청남도 공주시,
월송흥화하브,무인대여소,,충청남도 공주시 금흥동 264-2,36.477220,127.150900,07:00,22:00,-,무료,무료,7,20,N,수동식,N,041-840-8507,공주시청,2018-08-31,4500000,충청남도 공주시,
전막교차로,무인대여소,,충청남도 공주시 신관동 620,36.470190,127.128300,07:00,22:00,-,무료,무료,5,15,N,수동식,N,041-840-8507,공주시청,2018-08-31,4500000,충청남도 공주시,
금강신관공원 2,무인대여소,,충청남도 공주시 신관동 553,36.466770,127.133090,07:00,22:00,-,무료,무료,10,28,Y,기계식,N,041-840-8507,공주시청,2018-08-31,4500000,충청남도 공주시,
검찰청,무인대여소,,충청남도 공주시 신관동 671-1,36.477110,127.140490,07:00,22:00,-,무료,무료,5,14,Y,기계식,N,041-840-8507,공주시청,2018-08-31,4500000,충청남도 공주시,
신관동주민센터,무인대여소,,충청남도 공주시 신관동 585-4,36.472460,127.132340,07:00,22:00,-,무료,무료,5,14,Y,기계식,N,041-840-8507,공주시청,2018-08-31,4500000,충청남도 공주시,
신관초교차로,무인대여소,,충청남도 공주시 신관동 540-16,36.474130,127.138030,07:00,22:00,-,무료,무료,5,14,Y,기계식,N,041-840-8507,공주시청,2018-08-31,4500000,충청남도 공주시,
신월초등학교,무인대여소,,충청남도 공주시 신관동 661,36.473910,127.146850,07:00,22:00,-,무료,무료,4,10,N,수동식,N,041-840-8507,공주시청,2018-08-31,4500000,충청남도 공주시,
종합터미널,무인대여소,,충청남도 공주시 신관동 633,36.468530,127.135130,07:00,22:00,-,무료,무료,5,15,Y,기계식,N,041-840-8507,공주시청,2018-08-31,4500000,충청남도 공주시,
U-BIKE,무인대여소,충청남도 아산시 배방읍  장재리 1955,충청남도 아산시 배방읍  장재리 1955,36.794609,127.108266,00:00,23:59,연중무휴,유료,"비회원:1일500원 / 회원:1개월2천원, 6개월7천원, 1년1만원",81,130,N,,N,041-540-2932,충청남도 아산시청,2018-09-21,4520000,충청남도 아산시,
은행나무길 대여소,유인대여소,충청남도 아산시 염치읍 백암리 502-3,충청남도 아산시 염치읍 백암리 502-3,36.796251,127.108722,09:00,18:00,"추석당일,설날 및 그전일",유료,"일반용(장애인,아동용포함):기본2시간 천원 / 초과30분 500원  ,  2인승 : 기본2시간 2천원 / 초과30분 500원",203,210,Y,기계식,Y,041-540-2932,충청남도 아산시청,2018-09-21,4520000,충청남도 아산시,
온양온천역 대여소,유인대여소,충청남도 아산시 온천동 56-2,충청남도 아산시 온천동 56-2,36.780867,127.002687,09:00,18:00,"추석당일,설날 및 그전일",유료,"일반용(장애인,아동용포함):기본2시간 천원 / 초과30분 500원  ,  2인승 : 기본2시간 2천원 / 초과30분 500원",70,120,Y,수동식,Y,041-540-2932,충청남도 아산시청,2018-09-21,4520000,충청남도 아산시,
신정호국민관광지 대여소,유인대여소,충청남도 아산시 신정로 616(방축동),충청남도 아산시 방축동5,36.772968,126.985880,09:00,18:00,"추석당일,설날 및 그전일",유료,"일반용(장애인,아동용포함):기본2시간 천원 / 초과30분 500원  ,  2인승 : 기본2시간 2천원 / 초과30분 500원",203,250,Y,수동식,Y,041-540-2932,충청남도 아산시청,2018-09-21,4520000,충청남도 아산시,
괴산 군민가마솥 옆,무인대여소,충청북도 괴산군 괴산읍 문무로 12,,36.8128366,127.7975505,09:00,18:00,"매주 월요일 및 동절기(1,2,12월), 명절연휴 휴무",무료,무료,21,2,N,,N,043-830-3085,괴산군 괴산군청,2018-08-24,4460000,충청북도 괴산군,
e-zen(녹색도시체험센터),유인대여소,강원도 강릉시 난설헌로 131,강원도 강릉시 초당동 532-2,37.790656,128.907551,10:00,16:00,매주 월요일 휴무,무료,0,54,0,Y,수동식,N,033-923-0201,강릉시청,2018-08-29,4200000,강원도 강릉시,
구의공원 옆(동절기 11월 1일 ~ 4월30일),유인대여소,서울특별시 광진구 구의강변로 84,서울특별시 광진구 구의3동 658,37.537603,127.092259,09:00,18:00,"매월 마지막주 수요일 14:00 이후 및 1월1일, 설날·추석 연휴, 성탄절 휴무",무료,무료,30,0,Y,기계식,N,02-450-7924,서울특별시 광진구청,2019-01-01,3040000,서울특별시 광진구,
구의공원 옆(하절기 5월 1일 ~ 10월31일),유인대여소,서울특별시 광진구 구의강변로 84,서울특별시 광진구 구의3동 658,37.537603,127.092259,09:00,19:30,"매월 마지막주 수요일 14:00 이후 및 1월1일, 설날·추석 연휴, 성탄절 휴무",무료,무료,30,0,Y,기계식,N,02-450-7924,서울특별시 광진구청,2019-01-01,3040000,서울특별시 광진구,
양동주민센터앞,유인대여소,광주광역시 서구 천변좌로222번길 3-2,광주광역시 서구 양동 307-36,35.154772,126.900969,09:00,18:00,매주 토/일요일 및 공휴일,무료,무료,6,10,Y,,N,062-350-4203,광주광역시 서구,2019-02-26,3600000,광주광역시 서구,
양3동주민센터앞,유인대여소,광주광역시 서구 상무대로1223번길 16,광주광역시 서구 양동 408-4,35.157391,126.894155,09:00,18:00,매주 토/일요일 및 공휴일,무료,무료,0,10,Y,,N,062-350-4222,광주광역시 서구,2019-02-26,3600000,광주광역시 서구,
서구청앞,유인대여소,광주광역시 서구 경열로 33,광주광역시 서구 농성동 299,35.153121,126.890479,09:00,18:00,매주 토/일요일 및 공휴일,무료,무료,20,44,Y,,N,062-360-7894,광주광역시 서구,2019-02-26,3600000,광주광역시 서구,
농성1동주민센터앞,유인대여소,광주광역시 서구 상무대로1189번길 23,광주광역시 서구 농성동 329-1,35.156711,126.889653,09:00,18:00,매주 토/일요일 및 공휴일,무료,무료,2,10,Y,,N,062-350-4242,광주광역시 서구,2019-02-26,3600000,광주광역시 서구,
농성2동주민센터앞,유인대여소,광주광역시 서구 화정로 314,광주광역시 서구 농성동 630-11,35.150327,126.8902463,09:00,18:00,매주 토/일요일 및 공휴일,무료,무료,7,5,Y,,N,062-350-4262,광주광역시 서구,2019-02-26,3600000,광주광역시 서구,
광천동주민센터앞,유인대여소,광주광역시 서구 광천2길 9,광주광역시 서구 광천동 206-14,35.164508,126.8802556,09:00,18:00,매주 토/일요일 및 공휴일,무료,무료,6,7,Y,,N,062-350-4293,광주광역시 서구,2019-02-26,3600000,광주광역시 서구,
유덕동주민센터앞,유인대여소,광주광역시 서구 유덕로 24,광주광역시 서구 유천동 497-1,35.165208,126.851788,09:00,18:00,매주 토/일요일 및 공휴일,무료,무료,7,10,Y,,N,062-350-4302,광주광역시 서구,2019-02-26,3600000,광주광역시 서구,
치평동주민센터앞,유인대여소,광주광역시 서구 상무공원로 62,광주광역시 서구 치평동 1171-11,35.149964,126.843404,09:00,18:00,매주 토/일요일 및 공휴일,무료,무료,6,10,Y,,N,062-350-4322,광주광역시 서구,2019-02-26,3600000,광주광역시 서구,
상무1동주민센터앞,유인대여소,광주광역시 서구 월드컵4강로197번길 20,광주광역시 서구 쌍촌동 337-7,35.153827,126.867425,09:00,18:00,매주 토/일요일 및 공휴일,무료,무료,3,10,Y,,N,062-350-4342,광주광역시 서구,2019-02-26,3600000,광주광역시 서구,
상무2동주민센터앞,유인대여소,광주광역시 서구 화정로85번길 17,광주광역시 서구 쌍촌동 1227-6,35.146684,126.866449,09:00,18:00,매주 토/일요일 및 공휴일,무료,무료,6,10,Y,,N,062-350-4362,광주광역시 서구,2019-02-26,3600000,광주광역시 서구,
화정1동주민센터앞,유인대여소,광주광역시 서구 내방로338번길 11,광주광역시 서구 화정동 71-81,35.156352,126.877797,09:00,18:00,매주 토/일요일 및 공휴일,무료,무료,2,10,Y,,N,062-350-4382,광주광역시 서구,2019-02-26,3600000,광주광역시 서구,
화정2동주민센터앞,유인대여소,광주광역시 서구 화운로 94,광주광역시 서구 화정동 1611,35.157346,126.876252,09:00,18:00,매주 토/일요일 및 공휴일,무료,무료,5,10,Y,,N,062-350-4402,광주광역시 서구,2019-02-26,3600000,광주광역시 서구,
화정3동주민센터앞,유인대여소,광주광역시 서구 월드컵4강로68번길 17,광주광역시 서구 화정동 891,35.143407,126.876456,09:00,18:00,매주 토/일요일 및 공휴일,무료,무료,2,10,Y,,N,062-350-4422,광주광역시 서구,2019-02-26,3600000,광주광역시 서구,
